source_id,target_id,relationship_type,weight,interaction_freq
E00763,E00939,co-investor,0.34,3
E01799,E00057,co-investor,0.51,44
E00482,E01279,parent_company,0.82,36
E01898,E01269,shared_director,0.52,32
E01048,E00027,shared_director,0.12,26
E01577,E01684,co-investor,0.46,1
E02754,E01841,shared_director,0.97,9
E00664,E02252,parent_company,0.21,12
E02816,E02642,parent_company,0.21,14
E02063,E01702,parent_company,0.53,17
E01804,E00548,shared_director,0.34,14
E02453,E00844,parent_company,0.87,20
E01476,E02638,shared_director,0.61,43
E00151,E01648,shared_director,0.69,26
E00133,E01119,co-investor,0.99,7
E00745,E00829,co-investor,0.69,17
E00843,E01393,co-investor,0.62,36
E00376,E00461,co-investor,0.98,28
E01440,E00402,parent_company,0.97,12
E00485,E00120,shared_director,0.77,30
E02283,E02795,supplier,0.53,46
E00078,E01258,parent_company,0.81,17
E02564,E02167,supplier,0.17,27
E01385,E02374,co-investor,0.93,48
E02263,E02562,co-investor,0.62,17
E00684,E00301,parent_company,0.55,49
E00809,E00428,parent_company,0.79,27
E00793,E02824,shared_director,0.4,32
E00727,E02003,shared_director,0.52,34
E02017,E01951,shared_director,0.43,14
E01479,E02290,shared_director,0.16,50
E01265,E00366,shared_director,0.33,39
E00299,E02396,co-investor,0.3,36
E00097,E02244,co-investor,0.26,32
E00534,E00787,parent_company,0.65,1
E02784,E02008,shared_director,0.2,2
E00136,E00385,supplier,0.17,40
E00436,E01370,co-investor,0.57,1
E01261,E01160,parent_company,0.77,27
E01029,E02046,parent_company,0.78,17
E02397,E02473,supplier,0.18,47
E02149,E01613,supplier,0.82,25
E01025,E01886,supplier,0.38,41
E02698,E02470,supplier,0.41,31
E00919,E02173,supplier,0.44,40
E02345,E01561,shared_director,0.7,25
E01852,E00744,supplier,0.63,26
E00485,E00185,parent_company,0.79,30
E00743,E01771,co-investor,0.3,12
E00235,E01491,shared_director,0.61,29
E00649,E01094,co-investor,0.66,31
E00425,E02723,co-investor,0.43,44
E01819,E02532,parent_company,0.24,32
E01913,E00030,supplier,0.2,22
E01263,E02777,supplier,0.85,30
E02769,E02045,parent_company,0.66,12
E01695,E00019,shared_director,0.56,27
E02083,E02261,shared_director,0.78,3
E02146,E01406,shared_director,0.28,23
E02052,E01551,shared_director,0.88,38
E01202,E00871,parent_company,0.99,27
E01122,E01113,shared_director,0.15,25
E00823,E00616,shared_director,0.46,32
E02695,E01738,co-investor,0.64,17
E01372,E02123,shared_director,0.69,25
E01578,E02536,co-investor,0.84,41
E01086,E01813,supplier,0.41,41
E00978,E01127,shared_director,0.92,21
E02654,E00148,parent_company,0.33,50
E01494,E00989,shared_director,0.55,39
E02652,E00023,co-investor,0.71,48
E02148,E02504,shared_director,0.38,15
E02629,E02555,co-investor,0.4,2
E00971,E01807,co-investor,0.35,3
E01975,E02151,supplier,0.44,35
E00885,E00814,co-investor,0.93,38
E00773,E00765,supplier,0.32,39
E01556,E01241,supplier,0.73,18
E00120,E01945,parent_company,0.51,4
E01126,E00358,co-investor,0.1,25
E00895,E00724,co-investor,0.85,21
E00424,E00188,parent_company,0.47,34
E00944,E02184,shared_director,0.67,28
E00844,E00828,co-investor,0.93,30
E01152,E02654,shared_director,0.34,26
E01769,E00153,parent_company,0.3,9
E01990,E00806,shared_director,0.34,22
E02436,E00601,supplier,0.74,49
E02358,E01162,supplier,0.15,6
E00087,E00734,shared_director,0.49,31
E02185,E00452,co-investor,0.2,20
E02121,E01075,shared_director,0.53,41
E01923,E00829,parent_company,1.0,2
E01750,E00358,co-investor,0.33,21
E01832,E02685,co-investor,0.34,31
E02164,E02417,parent_company,0.87,2
E01409,E02739,parent_company,0.47,12
E01915,E00119,shared_director,0.87,31
E01369,E01773,shared_director,0.15,6
E02608,E02866,supplier,0.95,39
E00747,E00980,shared_director,0.93,14
E02335,E00450,parent_company,0.27,30
E01039,E01491,co-investor,0.96,7
E02867,E00849,parent_company,0.55,33
E01827,E00037,co-investor,0.92,33
E00048,E02005,supplier,0.78,41
E01657,E02627,co-investor,0.21,2
E01751,E01095,supplier,0.55,30
E02162,E00840,co-investor,0.5,47
E01102,E02099,parent_company,0.82,15
E01042,E02120,co-investor,0.52,28
E01346,E02704,co-investor,0.72,1
E01193,E01075,parent_company,0.53,33
E00237,E02517,supplier,0.27,29
E02270,E02073,parent_company,0.81,25
E01050,E01007,supplier,0.49,48
E02127,E01334,co-investor,0.95,18
E00171,E02257,co-investor,1.0,38
E00884,E00099,parent_company,1.0,41
E00138,E01889,co-investor,0.49,46
E01402,E00633,shared_director,0.66,50
E00222,E00509,co-investor,0.24,42
E00155,E00534,shared_director,0.44,15
E00088,E02460,parent_company,0.92,23
E01637,E01445,co-investor,0.97,16
E00121,E01803,supplier,0.82,18
E00247,E00738,shared_director,0.29,11
E00106,E00482,parent_company,0.88,41
E02496,E01464,parent_company,0.18,21
E00018,E00091,co-investor,0.22,6
E02721,E02178,parent_company,0.73,49
E02838,E01575,parent_company,0.83,4
E01233,E02165,supplier,0.8,3
E02321,E00973,supplier,0.92,23
E01218,E02174,co-investor,0.74,14
E02115,E01471,shared_director,0.78,32
E02458,E01832,parent_company,0.63,34
E00616,E01110,co-investor,0.67,21
E00970,E02156,supplier,0.44,6
E02195,E00643,shared_director,0.23,44
E00770,E02111,parent_company,0.49,18
E00539,E02404,co-investor,0.88,7
E02067,E01407,parent_company,0.88,24
E02649,E01913,shared_director,0.8,34
E02710,E00325,co-investor,0.91,38
E00169,E00999,supplier,0.94,8
E02356,E01734,co-investor,0.86,17
E02056,E01858,shared_director,0.19,22
E00062,E02903,co-investor,0.56,19
E02397,E00472,co-investor,0.76,33
E02344,E00558,co-investor,0.36,46
E01190,E00169,parent_company,0.93,2
E01818,E01692,co-investor,0.41,23
E02464,E02859,parent_company,0.43,22
E02083,E02093,supplier,0.87,33
E02916,E00550,parent_company,0.5,50
E01351,E01229,shared_director,0.79,29
E02571,E02035,shared_director,0.34,37
E00737,E01516,co-investor,0.89,8
E00517,E00889,shared_director,0.23,19
E02404,E01018,shared_director,0.64,40
E00158,E00070,shared_director,0.16,19
E01356,E01492,co-investor,0.59,20
E02332,E02819,shared_director,0.52,17
E00433,E01788,shared_director,0.22,44
E02309,E01397,shared_director,0.69,32
E00481,E00631,co-investor,0.43,15
E01408,E00123,parent_company,0.8,28
E01830,E01080,supplier,0.44,8
E00635,E00627,shared_director,0.23,31
E01628,E01477,parent_company,0.82,19
E01507,E00464,parent_company,0.35,32
E02610,E00203,supplier,0.41,24
E01378,E02277,parent_company,0.81,23
E01457,E02550,co-investor,0.9,24
E01783,E00768,supplier,0.48,36
E02718,E00880,parent_company,0.44,43
E01982,E02865,shared_director,0.47,4
E02296,E02510,co-investor,0.78,20
E02378,E00376,supplier,0.55,49
E00209,E01204,parent_company,0.17,6
E01518,E01351,shared_director,0.6,50
E00650,E00383,shared_director,0.62,15
E01602,E02278,shared_director,0.9,50
E02524,E02793,parent_company,0.88,43
E02786,E01722,supplier,0.57,34
E02074,E02238,co-investor,0.68,2
E00361,E00137,co-investor,0.43,49
E02261,E00807,supplier,0.18,24
E00839,E00710,supplier,0.25,19
E00199,E00136,parent_company,0.72,47
E00973,E02899,parent_company,0.95,28
E00996,E02048,supplier,0.27,1
E02727,E02741,parent_company,0.59,41
E01834,E02125,parent_company,0.95,5
E02293,E02181,parent_company,0.58,19
E01843,E02129,supplier,0.78,27
E01855,E01771,shared_director,0.32,18
E00554,E00033,parent_company,0.37,45
E00380,E00761,co-investor,0.27,50
E01658,E01782,co-investor,0.53,10
E01692,E01258,co-investor,0.86,17
E01897,E02656,parent_company,0.79,49
E00682,E02028,shared_director,0.47,29
E02433,E02668,co-investor,0.57,44
E02839,E02252,shared_director,0.5,20
E01117,E02497,parent_company,0.38,34
E01827,E02719,supplier,0.38,17
E01573,E02498,parent_company,0.98,37
E02526,E02881,co-investor,0.32,21
E01353,E01791,shared_director,0.38,10
E00803,E02520,co-investor,0.11,10
E02567,E01552,supplier,0.86,37
E01537,E01099,shared_director,0.45,43
E02128,E00262,supplier,0.7,35
E00746,E00570,parent_company,0.32,50
E02663,E02582,parent_company,0.34,36
E02010,E00563,parent_company,0.91,15
E01916,E00852,parent_company,0.54,36
E01106,E00219,shared_director,0.71,5
E00835,E02109,shared_director,0.54,20
E02896,E02134,co-investor,0.55,16
E00211,E01088,co-investor,0.4,25
E02812,E01334,shared_director,0.7,42
E02729,E01524,shared_director,0.55,36
E02773,E00009,supplier,0.9,22
E00275,E00540,shared_director,0.67,31
E02670,E01739,co-investor,0.68,39
E01082,E00880,shared_director,0.92,11
E01913,E00150,co-investor,0.47,17
E01780,E01455,parent_company,0.89,17
E00728,E00174,supplier,0.36,6
E02806,E02090,shared_director,0.5,30
E02931,E00409,co-investor,0.22,16
E01335,E00340,supplier,0.61,34
E01424,E02748,supplier,0.82,27
E01533,E02570,supplier,0.31,21
E02242,E01309,supplier,0.59,41
E01078,E00769,parent_company,0.85,46
E02305,E02051,shared_director,0.91,27
E02910,E00839,parent_company,0.87,43
E02421,E02834,supplier,0.8,9
E00849,E00838,supplier,0.1,3
E02071,E02522,supplier,0.76,32
E00178,E00157,co-investor,0.24,39
E00334,E02166,co-investor,0.41,42
E01211,E02378,shared_director,0.43,39
E00086,E01368,parent_company,0.53,46
E00739,E01440,shared_director,0.19,8
E01188,E00883,co-investor,0.91,33
E00794,E00184,co-investor,0.95,1
E02571,E01983,shared_director,0.76,48
E01501,E00506,parent_company,0.14,5
E00045,E02439,parent_company,0.91,9
E00446,E01645,shared_director,0.36,13
E01884,E00452,co-investor,1.0,16
E00635,E00180,co-investor,0.32,40
E00518,E01817,co-investor,0.32,6
E00736,E01695,shared_director,0.47,26
E00178,E00719,parent_company,0.28,6
E01696,E01458,co-investor,0.56,27
E00597,E01027,shared_director,0.39,22
E00614,E01725,shared_director,0.95,4
E02763,E00992,shared_director,0.67,31
E00236,E00590,shared_director,0.75,8
E00032,E01460,shared_director,0.59,3
E01746,E02372,supplier,0.39,5
E00291,E00729,supplier,0.73,6
E01570,E01859,parent_company,0.83,16
E01495,E00769,parent_company,0.78,15
E00069,E02580,co-investor,0.35,19
E02387,E02871,co-investor,0.97,27
E01356,E01938,supplier,0.91,38
E01216,E00772,parent_company,0.87,46
E02163,E00931,supplier,0.23,12
E01622,E02800,co-investor,0.47,34
E01370,E02573,co-investor,0.77,37
E00101,E00585,supplier,0.37,50
E02673,E00266,co-investor,0.74,35
E02067,E00135,co-investor,0.19,39
E00907,E00780,co-investor,0.45,24
E01016,E00919,shared_director,0.28,16
E00027,E01294,shared_director,0.74,24
E02867,E01240,parent_company,0.52,4
E00012,E02367,co-investor,0.21,50
E01080,E00956,shared_director,0.94,3
E02621,E02650,parent_company,0.19,30
E00044,E01105,shared_director,0.16,12
E01397,E02883,parent_company,0.6,44
E00918,E00870,shared_director,0.18,42
E02209,E01533,shared_director,0.58,30
E01551,E02479,shared_director,0.44,23
E02476,E00387,shared_director,0.96,16
E02824,E02306,parent_company,0.13,45
E00284,E00235,co-investor,0.75,38
E00344,E01551,parent_company,0.32,42
E00302,E02000,parent_company,1.0,25
E01178,E02637,shared_director,0.13,39
E02923,E01056,co-investor,0.14,23
E02885,E02579,co-investor,0.94,23
E00612,E01369,parent_company,0.94,24
E01914,E00088,shared_director,0.87,25
E01511,E00028,co-investor,0.45,1
E01921,E02204,co-investor,0.48,42
E00747,E01844,supplier,0.62,11
E01683,E00107,parent_company,0.98,41
E02694,E01569,supplier,0.21,28
E02100,E00082,supplier,0.12,39
E00903,E01786,supplier,0.63,5
E02415,E01141,supplier,0.83,5
E02678,E01915,supplier,0.14,13
E00557,E02047,shared_director,0.7,34
E00099,E01412,shared_director,0.52,32
E02031,E00204,supplier,0.35,38
E01902,E00550,shared_director,0.56,7
E00431,E02307,co-investor,0.48,42
E02458,E01644,co-investor,0.49,32
E01842,E00829,co-investor,0.97,24
E01599,E02849,supplier,0.99,11
E00612,E00152,co-investor,0.88,8
E00839,E01509,shared_director,0.32,47
E02331,E02716,shared_director,0.82,47
E02174,E02746,parent_company,0.42,4
E02032,E01462,supplier,0.48,48
E01089,E02151,shared_director,0.68,13
E01488,E02218,supplier,0.6,47
E00463,E02008,shared_director,0.34,29
E01156,E02045,shared_director,0.65,24
E02516,E02552,co-investor,0.69,20
E00886,E02200,parent_company,0.44,39
E02371,E02418,shared_director,0.78,12
E01437,E00593,supplier,0.86,40
E00820,E00253,shared_director,0.9,28
E02624,E02368,supplier,0.23,32
E00459,E02365,supplier,0.61,38
E02357,E00775,parent_company,0.43,44
E00154,E00872,supplier,0.32,36
E01960,E02281,parent_company,0.14,42
E01612,E02173,parent_company,0.56,48
E01956,E01532,parent_company,0.31,22
E00729,E01735,parent_company,0.15,39
E02767,E01134,shared_director,0.33,33
E00508,E00466,parent_company,0.6,26
E02421,E02722,parent_company,0.36,24
E00501,E01852,parent_company,0.61,11
E00523,E00563,parent_company,0.17,42
E01885,E02092,shared_director,0.4,1
E01001,E02326,co-investor,0.72,29
E01530,E02639,supplier,0.38,31
E02838,E02705,shared_director,0.75,50
E02305,E00324,shared_director,0.37,5
E00515,E02742,co-investor,0.29,42
E01308,E00846,co-investor,0.32,45
E00314,E00282,co-investor,0.55,3
E02407,E00577,shared_director,0.24,40
E01113,E02112,supplier,0.76,13
E01559,E02423,co-investor,0.51,23
E01711,E00764,co-investor,0.28,37
E00412,E01667,shared_director,0.9,30
E00020,E02134,co-investor,0.39,26
E02346,E01116,parent_company,0.8,38
E02635,E01117,co-investor,0.82,4
E00277,E00065,co-investor,0.23,32
E02429,E01942,co-investor,0.66,23
E01141,E02395,parent_company,0.2,1
E00438,E02149,supplier,0.55,41
E02519,E01703,supplier,0.29,10
E02571,E02402,parent_company,0.43,21
E00861,E02166,co-investor,0.82,41
E00318,E00413,supplier,0.39,32
E00154,E00773,co-investor,0.51,26
E00218,E02634,supplier,0.88,27
E01173,E02815,parent_company,0.45,20
E01370,E01325,co-investor,0.47,11
E00014,E00729,supplier,0.85,22
E02905,E01027,shared_director,0.66,45
E00695,E00591,parent_company,0.61,1
E02008,E00342,shared_director,0.32,19
E00939,E01132,shared_director,0.44,4
E02557,E01395,co-investor,0.53,4
E02712,E00208,shared_director,0.15,16
E02338,E02153,supplier,0.15,37
E01465,E00444,shared_director,0.27,9
E00306,E01064,supplier,0.77,1
E00699,E00678,co-investor,0.67,32
E01385,E01636,supplier,0.44,3
E02488,E01383,shared_director,0.33,6
E02166,E01376,co-investor,0.21,14
E02762,E00808,shared_director,0.45,47
E00051,E00576,co-investor,0.98,39
E00276,E01347,shared_director,0.73,21
E02261,E00478,shared_director,0.68,7
E02732,E01529,shared_director,0.59,37
E00244,E02884,co-investor,0.26,20
E02428,E00731,parent_company,0.18,38
E00476,E02635,supplier,0.69,11
E02337,E02388,co-investor,0.55,19
E00452,E01165,supplier,0.78,14
E02103,E01483,shared_director,0.91,38
E00777,E02378,supplier,0.36,11
E01689,E01317,parent_company,0.11,8
E00665,E02911,supplier,0.2,20
E00176,E00624,supplier,0.66,33
E02649,E01240,co-investor,0.49,33
E02104,E02133,shared_director,0.46,40
E01218,E02228,supplier,0.72,10
E01898,E00765,supplier,0.32,25
E01873,E02737,co-investor,0.95,7
E01706,E01279,co-investor,0.72,37
E00507,E01284,parent_company,0.82,47
E00466,E02293,supplier,0.9,7
E00782,E00253,co-investor,0.89,14
E00420,E01472,shared_director,0.85,35
E00700,E00966,co-investor,0.26,17
E02930,E00051,parent_company,0.23,47
E01032,E01617,parent_company,0.95,31
E00335,E02580,parent_company,1.0,11
E00042,E00572,co-investor,0.32,49
E01037,E00651,parent_company,0.58,29
E00162,E01836,shared_director,0.45,20
E00552,E02536,parent_company,0.69,41
E02708,E02707,shared_director,0.68,28
E02902,E01619,shared_director,0.37,35
E02871,E02045,shared_director,0.88,5
E00163,E01839,co-investor,0.26,19
E02819,E00213,supplier,0.32,14
E02863,E00147,co-investor,0.87,2
E02818,E02758,shared_director,0.97,10
E01162,E01893,parent_company,0.41,12
E01771,E01419,co-investor,0.9,28
E02730,E02179,parent_company,0.63,32
E01780,E02907,parent_company,0.62,21
E02865,E00759,parent_company,0.6,7
E02259,E00694,parent_company,0.92,42
E00786,E02747,parent_company,0.8,30
E02250,E02667,shared_director,0.56,31
E00163,E01124,parent_company,0.69,15
E01443,E01871,parent_company,0.17,40
E02467,E01505,parent_company,0.16,6
E01747,E02793,parent_company,0.71,42
E00784,E01306,parent_company,0.38,30
E00234,E01418,supplier,0.83,42
E00014,E02031,shared_director,0.44,47
E02288,E02260,co-investor,0.61,43
E02367,E02497,shared_director,0.28,23
E01869,E01548,shared_director,0.73,27
E00514,E00290,parent_company,0.59,1
E01333,E02371,co-investor,0.17,50
E01054,E02263,co-investor,0.77,18
E00702,E00668,co-investor,0.62,22
E00413,E00804,parent_company,0.74,48
E01342,E02509,supplier,0.42,7
E02384,E01694,parent_company,0.69,23
E00450,E02884,supplier,0.12,27
E02040,E01265,co-investor,0.2,15
E01757,E00940,shared_director,0.78,47
E02480,E00041,co-investor,0.76,17
E00266,E02013,parent_company,0.55,10
E00577,E00972,co-investor,0.22,45
E01995,E02058,shared_director,0.88,3
E02906,E00814,parent_company,0.29,35
E00459,E00574,supplier,0.5,34
E02549,E02679,parent_company,0.42,20
E02764,E01816,co-investor,0.89,8
E00290,E00661,shared_director,0.77,38
E01734,E01001,shared_director,0.9,14
E00289,E00360,co-investor,0.65,14
E00978,E00431,supplier,1.0,33
E01650,E00664,parent_company,0.15,28
E01370,E02382,co-investor,0.71,2
E00110,E00963,supplier,0.56,2
E00998,E02888,shared_director,0.37,24
E02930,E00380,supplier,0.93,9
E00278,E02052,parent_company,0.37,46
E01036,E00098,supplier,0.5,9
E02121,E01073,shared_director,0.16,41
E02254,E01928,shared_director,0.68,41
E00785,E00753,supplier,0.35,39
E02351,E01959,supplier,0.29,9
E00085,E01148,parent_company,0.68,43
E02030,E01048,parent_company,0.75,20
E01252,E00532,supplier,0.14,24
E00272,E00185,supplier,0.36,26
E00008,E00269,supplier,0.67,8
E00817,E00500,parent_company,0.4,22
E01865,E02340,co-investor,0.22,47
E01935,E00602,parent_company,0.71,39
E01464,E01734,shared_director,0.22,6
E02004,E01548,supplier,0.74,49
E02458,E02291,shared_director,0.74,30
E02012,E01735,shared_director,0.76,24
E00261,E00892,shared_director,0.52,5
E00528,E00873,supplier,0.58,37
E00915,E02518,shared_director,0.68,11
E00171,E01138,shared_director,0.3,18
E01480,E00479,co-investor,0.39,48
E02054,E01679,supplier,0.68,30
E00915,E01150,supplier,0.58,44
E00126,E02043,shared_director,0.8,47
E02775,E00165,parent_company,0.66,7
E01425,E01985,co-investor,0.56,40
E00790,E02330,supplier,0.79,35
E02612,E01333,parent_company,0.7,47
E00575,E00136,co-investor,0.91,20
E02462,E00784,parent_company,0.63,29
E00333,E02762,co-investor,0.33,27
E00934,E02116,co-investor,0.86,30
E00035,E00575,supplier,0.76,41
E00306,E01455,parent_company,0.51,43
E01144,E00762,supplier,0.72,23
E01471,E02796,co-investor,0.75,49
E00898,E02760,co-investor,0.34,49
E00148,E01844,shared_director,0.51,45
E02062,E02153,parent_company,0.68,47
E00555,E00434,supplier,0.77,30
E00573,E02782,supplier,0.93,2
E02534,E01272,shared_director,0.78,5
E00512,E00712,co-investor,0.46,45
E01817,E01504,shared_director,0.58,1
E01145,E00389,supplier,0.96,20
E02261,E01752,shared_director,0.54,34
E01714,E01054,co-investor,0.23,28
E00517,E01198,co-investor,0.84,32
E00243,E02850,co-investor,0.61,27
E01926,E00337,supplier,0.82,8
E02057,E01898,shared_director,0.8,15
E00993,E00644,co-investor,0.52,4
E02839,E01169,co-investor,0.3,49
E00120,E01899,parent_company,0.22,25
E02701,E01734,shared_director,0.69,17
E02461,E02783,supplier,0.78,41
E00234,E01069,parent_company,0.56,7
E01901,E01812,parent_company,0.34,37
E00659,E01162,shared_director,0.12,34
E00497,E00432,parent_company,0.15,33
E01745,E01182,parent_company,0.22,6
E01083,E01464,shared_director,0.83,7
E02090,E00511,parent_company,0.52,39
E00331,E01945,supplier,0.12,18
E00992,E01886,co-investor,0.28,10
E01451,E01562,shared_director,0.37,45
E01355,E00861,shared_director,0.22,6
E02660,E02752,parent_company,0.28,5
E01379,E01057,supplier,0.67,8
E02425,E00111,parent_company,0.12,1
E02003,E00420,parent_company,0.76,42
E02389,E00836,supplier,0.81,24
E00527,E00724,supplier,0.98,20
E01085,E00672,shared_director,0.81,29
E02679,E01001,co-investor,0.83,36
